graph_name,metaheuristic,initial_vertices,num_initial_solutions,timeout_ms,objective_function,num_threads,repetition,total_time_ms,time_to_best_solution_ms,effective_runs,cost_best_solution,vertices_best_solution,edges_best_solution,best_solution
patents,ils,10,10000,2000,labelentropy,32,4,616986,0,9824,5.209453366,74,114,"vsub(nvertices=74,nedges=114,vertices={2586661,1910231,836153,2542493,2518607,1927397,2523495,2248921,2573303,2195376,437447,1818035,1823979,836151,2055219,2526952,2187667,1814326,2482195,215507,881944,2522216,1685033,1353315,1369690,2090156,1705274,2196868,1208833,1500410,2044644,2416256,1712094,2669737,1493038,2020311,1704700,2076306,1659863,727982,1899121,36447,2475959,2084543,1692435,2542702,1405326,2113912,1964924,1687965,2585716,2271921,2324217,2408054,1709377,2717034,898317,2663971,2038658,1933884,2599999,1476521,2303872,2501203,2030422,2244772,1369728,2729981,398891,2381132,1434808,2202127,331644,969831},cost=5.209453365628954)"
patents,ils,10,10000,2000,labelentropy,32,1,617015,0,9824,5.209453366,111,181,"vsub(nvertices=111,nedges=181,vertices={2690746,852321,2693384,819489,73827,2251815,2700540,2590554,627414,2621570,1067499,2695856,2029857,2706756,1184049,2335911,2501805,2385382,2727438,2465560,1184050,2439602,2631035,2672177,2051695,2694123,810144,2607872,2354081,1926881,1025857,2713631,2739949,1922478,2607378,1048985,2108089,1356568,2499414,1794824,664036,2521667,2715866,2743517,2737131,2724371,472954,2164183,2631082,56174,241048,1811205,2332805,2703122,2288826,2127306,1002603,2720156,625871,1174512,2712867,2127223,2683713,2312587,2691809,2585928,2438360,2425988,2650950,2436826,2724412,825618,2738413,861826,1148209,2718438,476359,2314088,1942384,2191256,1677080,979779,2680826,2728224,2726402,2641066,2644562,1231983,2671177,805781,2031882,2069019,2448494,28352,2630140,1445363,2659939,2081534,472953,1396177,1031726,1983585,2183642,2352153,1925465,2452992,2293646,2398679,2292043,1058408,2700431},cost=5.209453365628954)"
patents,ils,10,10000,2000,labelentropy,32,5,617020,0,9824,5.209453366,111,121,"vsub(nvertices=111,nedges=121,vertices={2586529,279011,2357185,2735451,1516341,1381172,2682352,2265698,2026032,1717899,816704,1223332,2713257,1277766,2498058,793536,1552490,2585525,2444964,1655845,2709975,1684476,1509501,2419779,2651283,1988564,2030715,2123326,2351583,2267105,2420553,1511226,255840,1388640,718928,14087,2603311,2351581,1940847,2045625,2068558,2243172,2166596,1380912,1161586,763869,2353168,2495147,2405757,2596316,791448,1211614,2569452,1477054,1425374,2525804,2181625,2021621,2255880,2663926,2156179,2493912,2621231,2249744,42290,909947,1923227,218021,1174332,2148185,2631702,2439762,1568923,599851,2445728,1423265,2686614,1886553,2203338,2034745,1338042,2608836,2707562,1741625,2405786,1189422,1554966,1823284,2412728,421035,668221,1970837,667431,1548882,2613933,2394878,2685590,1480544,1012969,1380911,2249409,1223745,2530584,2640659,2657190,1181154,2632498,2020938,1448919,2629996,1539589},cost=5.209453365628954)"
patents,ils,10,10000,2000,labelentropy,32,3,617057,0,9824,5.209453366,74,109,"vsub(nvertices=74,nedges=109,vertices={2743737,2466993,2676054,1724693,2523116,2597900,2685223,2475855,2482146,2452019,2457001,2700460,2470366,2735384,1835737,1919406,2436851,1383529,880121,2298376,2744967,2436493,1441995,1616794,1698900,1979078,2397453,2598120,1970775,2485698,1936931,2191248,2538345,2402257,2461349,2266060,2673270,2485573,2604524,2675481,2106986,2198547,2725272,2448181,2466699,2009381,2201597,1949126,2116508,2394953,876492,2138498,841261,818807,892272,2400610,1650985,2667081,2425708,2684065,2436529,2578005,850534,1979639,2353077,864386,2120266,2324120,2629656,2569955,2718652,1526327,2523691,2313536},cost=5.209453365628954)"
patents,ts2,10,10000,2000,labelentropy,32,1,617098,0,9824,5.209453366,74,104,"26/02/05 01:16:20 SubgraphOptimizationApp$ ElapsedTimeMs=617098 BestSubgraph=vsub(nvertices=74,nedges=104,vertices={2669515,1064251,2716883,852774,1132346,2036331,2741139,2722967,2700212,1082580,2633533,616077,2192105,2218101,456387,2723708,2502767,1267443,1242428,2313988,616078,2414928,433043,2543706,916041,1254429,2611568,2530526,2451526,2737004,2130875,2121389,792207,1023697,400289,1115625,2164807,1923505,1118146,1116722,2113416,2489400,335626,2717680,1313601,66022,622017,551975,2384629,2442130,1539349,875724,66023,2116172,1040624,2320243,2740370,1987336,551976,2084518,2114211,2490852,2299105,1710295,1846892,1638489,2434100,973111,1567883,2560801,2668782,404016,2396826,2034956},cost=5.209453365628954)"
patents,ts1,10,10000,2000,labelentropy,32,2,617118,0,9824,5.209453366,74,90,"26/02/01 05:55:34 SubgraphOptimizationApp$ ElapsedTimeMs=617118 BestSubgraph=vsub(nvertices=74,nedges=90,vertices={1994083,1656540,1719186,1746832,1605364,1756824,2621497,1797003,1385880,2386182,1109433,1245912,2700493,1790695,2074363,915451,1383974,1843915,840664,2678986,1816603,2664549,971382,1218407,2523235,1398165,2240627,2248843,2669570,2201916,2599639,2184868,1323182,1034606,1475147,2735738,2578618,1039306,2027702,2736716,2354939,1819961,2708518,1275641,2466543,2230497,1602572,1846174,2602521,2545177,2186824,2333336,1576756,948354,2464432,2710654,2352645,1849055,2108753,2414309,2619004,1421031,1398691,1578726,1657145,2191371,2705724,2468789,2640484,2396999,2191463,1960482,1750330,198987},cost=5.209453365628954)"
patents,ts2,10,10000,2000,labelentropy,32,3,617128,0,9824,5.209453366,111,123,"26/02/05 01:37:08 SubgraphOptimizationApp$ ElapsedTimeMs=617128 BestSubgraph=vsub(nvertices=111,nedges=123,vertices={2184238,2403737,821963,1082621,2581533,1820616,2678922,2358570,1548977,1666597,2621457,1927041,2285534,2558152,2582524,1462467,2586613,2666966,276935,1184214,2467996,1506713,1719644,1692688,2359843,2561100,1463561,2496448,2541400,1374787,2010124,2641907,2611383,2503094,1559938,278340,1140677,2406339,2536394,1641959,1588978,2396071,2686510,2641055,2607135,1541924,1687437,2580018,2433519,2482476,2341999,2041172,2523444,2504717,242247,1833503,2479649,1366175,2701506,258754,2547653,1359481,2307675,2706486,2695404,1196296,2466112,2739451,456009,2270407,2721443,1542717,2613414,826112,212781,1072143,1217317,2109302,2352281,2668480,2659671,2106365,2485869,2544390,2495269,1203035,2353207,1026583,2434075,2292772,1884025,1724293,1372224,2691345,1266826,2437232,2715312,1865005,2630749,1710964,2519986,2740239,2541401,2043679,2726285,1711377,2335543,1695919,1647735,2704123,2029585},cost=5.209453365628954)"
patents,ts2,10,10000,2000,labelentropy,32,2,617145,0,9824,5.209453366,111,125,"26/02/05 01:26:44 SubgraphOptimizationApp$ ElapsedTimeMs=617145 BestSubgraph=vsub(nvertices=111,nedges=125,vertices={2184238,2403737,2246505,1082621,2581533,1820616,2678922,2358570,1548977,1666597,2621457,1927041,2285534,2558152,2582524,1462467,2586613,2666966,2682685,276935,1184214,2467996,1506713,1719644,1692688,2359843,2561100,1463561,2496448,2541400,1374787,2010124,2641907,2611383,2503094,1559938,278340,1140677,2406339,2536394,1641959,1588978,2396071,2686510,2641055,2555249,1541924,1687437,2580018,2482476,2341999,2041172,2523444,2504717,242247,1833503,2479649,1366175,2701506,258754,2547653,2307675,2706486,2695404,1196296,2614850,2466112,2584590,456009,2270407,2721443,1542717,2613414,826112,212781,1072143,1217317,2109302,2352281,2680662,2668480,2106365,2544390,2495269,1203035,2353207,1026583,2434075,2292772,1724293,1372224,11406,2691345,1698546,2697559,2437232,2470442,2715312,1603498,1865005,2630749,2519986,2740239,2541401,2043679,2726285,2335543,2428403,1647735,1695919,2029585},cost=5.209453365628954)"
patents,ils,10,10000,2000,labelentropy,32,2,617163,0,9824,5.209453366,111,192,"vsub(nvertices=111,nedges=192,vertices={409992,2326316,2354613,2643502,1114084,1895678,827025,2467175,2311540,2298365,1623361,1992770,1305618,2113824,1022087,2563774,1937594,2031807,2624816,2332899,2268583,1602850,2110062,1545525,969709,2608317,2701321,30972,1683951,267341,1697068,2011551,1890224,2313105,699379,803604,61898,1390913,1527140,1285461,922727,671501,1408784,2057699,1927061,2026129,431719,1918351,2399694,1660571,262036,1037591,874616,1056399,1828244,1941426,2156449,665332,1219661,2255203,1117505,1867027,2166156,2318294,1907775,2679757,345770,2581605,2072508,1376432,665532,1778408,465359,2109714,1023942,1634335,1825690,1282127,205409,522483,1229139,777468,1637374,437865,1447095,2252609,1854374,61899,2500457,106735,1137510,1565109,614157,2362399,2328412,624599,62705,2144623,1848049,2733333,2209844,1777879,2005411,12084,1272672,2092895,716769,2262993,2442754,2396993,1880637},cost=5.209453365628954)"
patents,ts2,10,10000,2000,labelentropy,32,5,617170,0,9824,5.209453366,74,85,"26/02/05 01:57:56 SubgraphOptimizationApp$ ElapsedTimeMs=617170 BestSubgraph=vsub(nvertices=74,nedges=85,vertices={207420,1185543,1470714,698757,149120,2739780,903366,1119146,1074499,412277,447623,1795435,1924315,2197942,833202,2470226,1399413,1698897,840306,1146373,2268249,1814282,229333,1263889,1122929,822530,1694551,294082,2110141,1453320,2516270,2476888,1570358,1808477,1592525,1922745,2464627,620005,1255622,1996462,2451595,2438205,1644985,1830201,1320543,2702137,1921853,1530156,2116724,1958584,2248900,1849289,2664728,1946201,266418,746350,2031958,976031,2071160,1585268,2410521,1251361,1029620,2420092,1659056,1613634,2400100,1937220,404687,2726465,926680,641123,2000621,1425909},cost=5.209453365628954)"
patents,ts1,10,10000,2000,labelentropy,32,5,617198,0,9824,5.209453366,111,131,"26/02/01 06:26:43 SubgraphOptimizationApp$ ElapsedTimeMs=617198 BestSubgraph=vsub(nvertices=111,nedges=131,vertices={2184238,2403737,1820616,2500716,2678922,2358570,1666597,2621457,1927041,1462467,2285534,2558152,2582524,2586613,2682685,2666966,1184214,2735831,475504,1506713,2561100,1692688,2697643,2722774,1374787,2010124,2706506,2611383,654000,2595636,1140677,2681055,2728282,2406339,2536394,1641959,1588978,2396071,1818421,1541924,2555249,1687437,2580018,2542580,2482476,2341999,2302881,1387618,2041172,2523444,1833503,1366175,2701506,616999,2547653,2706486,2695404,1196296,2677580,2614850,2466112,2739451,2584590,456009,2270407,2721443,1542717,826112,1694692,2613414,1398333,1022521,1217317,2109302,2352281,2680662,2668480,2106365,695315,2495269,646150,1203035,2353207,2434075,2741539,2292772,1372224,11406,2691345,1266826,2728206,2697559,2437232,2470442,2715312,1603498,1865005,2630749,2519986,2657178,2740239,2541401,2726285,2335543,2428403,1647735,2732926,2704123,1550926,819626,2029585},cost=5.209453365628954)"
patents,ts2,10,10000,2000,labelentropy,32,4,617223,0,9824,5.209453366,111,156,"26/02/05 01:47:33 SubgraphOptimizationApp$ ElapsedTimeMs=617223 BestSubgraph=vsub(nvertices=111,nedges=156,vertices={2123802,1433512,928868,875868,935514,32633,412137,2191063,2671484,1406238,2365713,1922741,2306184,2679910,1488505,1814846,2401393,2133748,2399568,231276,2118538,2148683,2525660,2038239,1899871,2684830,2159392,2303011,2299970,2040194,911327,1552996,2594037,2414403,1763159,1594565,1403594,2166796,2292720,2359649,2339667,2079470,1215739,1448070,1926976,2351990,1903051,2587414,2393213,2295910,1390304,2555981,2304541,2656735,261376,1486916,2300996,2612954,2471733,411880,2306389,1036093,2674626,2529631,2196648,245562,2404158,1045162,2581773,2024524,1815197,2685463,1632343,2657657,2109792,1946656,2625007,828157,2146749,2592506,2232891,2438176,1381194,2056577,2351748,2190467,1768149,2206166,26372,1254196,1062302,2371123,1856850,1167795,2099589,899576,2501125,1862746,1607435,2547103,2446357,2587014,2311960,2688246,2716721,1810356,1018535,2610682,1705242,612244,2122866},cost=5.209453365628954)"
patents,ts1,10,10000,2000,labelentropy,32,1,617284,0,9824,5.209453366,111,139,"26/02/01 05:45:10 SubgraphOptimizationApp$ ElapsedTimeMs=617284 BestSubgraph=vsub(nvertices=111,nedges=139,vertices={2727305,2656580,1734487,2662121,2742853,2708722,2295548,634601,2595287,1389997,2359942,2703985,2622145,2593242,2359245,2353889,2504671,1237541,1533835,2690973,2680650,2739256,1431472,531256,712819,2260302,2714949,2718050,2700693,2698155,2081081,2703391,2738655,854616,2717961,2729393,2718386,2656428,1525306,2208493,2745529,2733585,2732502,2739987,1644291,2302881,2067024,1249080,2696066,1362910,1508633,2500904,2697086,1935643,2607052,422979,1118215,628970,2727611,2427918,1207906,2664026,2650603,2607680,2405870,2723221,2121632,434275,2731466,2248671,2027936,2110815,1913417,2531789,2625238,1032333,2736659,2628286,2135308,2730046,2690165,1816382,1540496,2671308,2743684,2482439,2506639,2419218,2030787,2727829,2578337,1207967,2562814,2721605,1232052,2403051,1206615,8993,2675000,2578258,2464092,2686254,1944858,2467699,257837,2421770,1381496,2727807,1227340,2700182,2726795},cost=5.209453365628954)"
patents,ts1,10,10000,2000,labelentropy,32,3,617291,0,9824,5.209453366,74,94,"26/02/01 06:05:57 SubgraphOptimizationApp$ ElapsedTimeMs=617291 BestSubgraph=vsub(nvertices=74,nedges=94,vertices={2586661,2646561,1910231,1678455,1927397,2542493,2523495,2541734,2573303,836151,2055219,2526952,2187667,1943087,1719285,215507,881944,1353315,1685033,1369690,222943,2090156,1705274,1208833,1500410,2044644,2416256,2554556,2397377,1712094,1493038,2496443,2020311,1704700,1323015,2562694,882221,2396954,1659863,1899121,2475959,2084543,1692435,2542702,280335,1964924,1826095,2585716,2473330,2271921,2408054,2324217,2185727,1568824,1709377,2717034,2663971,898317,1541512,2038658,1933884,2599999,1476521,2303872,2030422,2244772,1369728,2123292,2729981,398891,2501778,2478353,2417985,331644},cost=5.209453365628954)"
patents,ts1,10,10000,2000,labelentropy,32,4,617325,0,9824,5.209453366,111,151,"26/02/01 06:16:20 SubgraphOptimizationApp$ ElapsedTimeMs=617325 BestSubgraph=vsub(nvertices=111,nedges=151,vertices={1687080,238562,1114084,702740,646771,1623361,959788,1132687,27821,1022087,1937594,283001,1391443,924699,688776,1602850,688775,1859101,709847,1545525,2478169,2181991,969709,860018,267341,316373,699091,1249307,1765806,699379,803604,70509,2011972,1257923,1285461,1109479,1225171,769848,922727,318553,1918351,258249,1758232,408794,1275606,1472333,2646518,691746,1690212,977801,1698187,938266,1660571,1052531,874616,1828244,665332,2468683,1867027,2166156,874128,2740718,2066210,2072508,1494649,2429851,665532,1048447,2343637,1663291,465359,2530209,2702150,1023942,755612,1418893,1282127,291389,1038387,205409,1088844,2206751,2304916,1229139,1481602,777468,444601,420130,408793,958759,1632313,1447095,61899,700716,2037878,2123220,1565109,24271,814928,614157,431720,624599,62705,538093,841444,2733333,648006,785125,62962,1003674,2254008},cost=5.209453365628954)"
patents,ts2,10,10000,3000,labelentropy,32,4,924039,0,9824,5.209453366,111,191,"26/02/05 08:16:16 SubgraphOptimizationApp$ ElapsedTimeMs=924039 BestSubgraph=vsub(nvertices=111,nedges=191,vertices={2586595,1076058,1437173,2179984,678203,649906,358443,1577733,2230444,2076376,1109896,892901,1780827,2150088,2274226,2596042,281157,1567743,69573,2044647,2549605,2249867,186781,2303328,2048856,864079,1395801,1355250,2522896,2024734,1639840,326433,1329340,709580,2480693,1220524,837650,2232375,1472655,1135046,852474,204458,1283253,2174589,586545,893671,611247,1285364,462131,1547324,1710109,1417765,272450,440625,558675,752218,1943887,1607986,1990323,1217156,700636,914265,2356715,884882,1442970,1805849,2031118,2479006,2241399,1444734,1031182,282085,2428263,1922909,2672006,1972033,2210650,306588,1137295,735877,1249545,2346326,1577021,1556994,2005012,1049480,1415444,2032030,563740,1026360,2444701,2024521,1056578,1435669,2293660,1846363,1423786,1030469,1468960,1845790,256744,413242,292528,750199,1217098,2486914,57013,1201053,677900,2575578,1425652},cost=5.209453365628954)"
patents,ils,10,10000,3000,labelentropy,32,2,924069,0,9824,5.209453366,111,157,"vsub(nvertices=111,nedges=157,vertices={409992,238562,1459567,1895678,702740,1114084,2732566,725068,740931,959788,489294,831744,1022087,1937594,1301259,1391443,688776,1602850,709847,1545525,2181991,2724901,535716,861180,2731275,860018,699091,267341,690969,1722652,1765806,803604,416000,1285461,922727,2259958,318553,624600,472096,1918351,258249,2114121,1275606,1269831,210820,1052531,874616,775291,1828244,665332,2468683,1104841,1265619,652783,559004,766119,651761,1219661,2130011,1867027,2166156,874128,1872470,1236381,2066210,345770,855578,2072508,1494649,1376432,665532,2324657,1663291,520782,36664,1023942,2098464,755612,1418893,688768,1872285,205409,1088844,677943,2008640,1229139,970361,1481602,444601,420130,1060981,1447095,1632313,1854374,700716,1565109,2399175,614157,624599,1571404,273370,62705,2304712,2733333,677805,648006,1192503,1629178,790655,716769,2254008},cost=5.209453365628954)"
patents,ils,10,10000,3000,labelentropy,32,3,924078,0,9824,5.209453366,111,121,"vsub(nvertices=111,nedges=121,vertices={2586529,1811167,279011,2251254,1233439,1516341,1084071,2682352,2265698,1458082,816704,1223332,2454658,2713257,2519349,793536,2585525,2444964,1655845,2709975,1684476,656602,1509501,2419779,2598450,1540053,2030715,2123326,2105695,2351583,1691198,2267105,2420553,1511226,1080077,2729049,1388640,2669595,1842710,2603311,1040882,2351581,1940847,2068558,501506,2166596,1161586,2486656,1836468,2397328,418121,2166017,2353168,2495147,2405757,2596316,791448,2569452,1477054,1425374,2021621,2255880,2306552,1215109,2493912,2621231,1222104,1174332,2148185,2631702,2192163,1263391,599851,608257,2445728,2401075,1886553,2203338,2034745,289091,2707562,1741625,2564346,1189422,1554966,1823284,2412728,1970837,1635617,2613933,2026711,2685590,1480544,1012969,1380911,1714389,2497168,2670634,2700445,2530584,717516,1181154,2020938,2632498,2609919,2657190,2521518,2442082,1007360,2319836,1539589},cost=5.209453365628954)"
patents,ts1,10,10000,3000,labelentropy,32,2,924103,0,9824,5.209453366,74,100,"26/02/01 12:13:09 SubgraphOptimizationApp$ ElapsedTimeMs=924103 BestSubgraph=vsub(nvertices=74,nedges=100,vertices={435840,2664049,2152412,2361234,1379508,1402767,1618861,407931,2605188,1281267,2336473,2442778,1388147,2522631,1952744,2666274,1583400,1321745,1480536,2605853,1140833,1813267,2524669,482971,1857928,1415366,1606541,2402410,1230570,547636,2738001,1999318,1534424,1592021,2391328,2435773,2169335,2669445,851871,2703291,2435922,2524086,2703209,1147793,613656,1935283,2326354,1225124,2408178,896305,1168885,2399164,1742160,1214552,576618,1493978,2245973,2445599,1239748,2396248,1233980,2384834,2451560,772104,1103325,2140421,233407,2355525,2525368,2631074,432652,2448719,2180880,2680616},cost=5.209453365628954)"
